year,marital,age,race,rincome,partyid,relig,denom,tvhours
2006,Married,34,White,$25000 or more,republican,Protestant,Southern baptist,5
2006,Married,27,White,$25000 or more,republican,Catholic,Not applicable,NA
2006,Divorced,54,White,Not applicable,republican,Native american,Not applicable,NA
2006,Married,27,Black,$25000 or more,other party,Protestant,Southern baptist,3
2006,Married,28,White,$25000 or more,republican,Protestant,Southern baptist,2
2006,Married,55,Black,$25000 or more,democrat,None,Not applicable,3
2006,Married,67,White,$25000 or more,democrat,Protestant,Am lutheran,NA
2006,Never married,19,Black,Not applicable,other party,None,Not applicable,NA
2006,Married,59,White,Don't know,other party,Protestant,United methodist,NA
2006,Never married,39,Black,$25000 or more,other party,Protestant,Baptist-dk which,1
2006,Married,43,White,Lt $1000,republican,Protestant,Episcopal,NA
2006,Married,27,White,$3000 to 3999,democrat,Christian,No denomination,NA
2006,Never married,22,Black,Not applicable,democrat,None,Not applicable,4
2006,Married,33,White,$25000 or more,republican,Protestant,Baptist-dk which,NA
2006,Married,28,White,$25000 or more,republican,Protestant,Other baptists,1
2006,Married,31,White,$25000 or more,republican,Other,Not applicable,1
2006,Married,53,White,$25000 or more,republican,None,Not applicable,NA
2006,Divorced,51,White,$25000 or more,republican,Protestant,Southern baptist,3
2006,Married,42,Other,Not applicable,republican,Protestant,Lutheran-dk which,1
2006,Married,54,White,$25000 or more,other party,Protestant,Other baptists,NA
2006,Divorced,45,White,$25000 or more,democrat,Catholic,Not applicable,1
2006,Married,40,White,$25000 or more,republican,Protestant,No denomination,0
2006,Married,60,White,$3000 to 3999,other party,None,Not applicable,4
2006,Married,60,White,Refused,other party,Other,Not applicable,NA
2006,Divorced,56,White,Refused,republican,Protestant,Luth ch in america,NA
2006,Married,53,White,Refused,other party,Protestant,Southern baptist,NA
2006,Divorced,42,White,No answer,republican,Protestant,Other,NA
2006,Married,33,White,$1000 to 2999,republican,Protestant,Baptist-dk which,3
2006,Married,57,White,Refused,democrat,Protestant,Other,5
2006,Divorced,66,White,Not applicable,democrat,Protestant,Baptist-dk which,5
2006,Widowed,74,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,47,White,$25000 or more,republican,Protestant,Episcopal,2
2006,Married,51,White,Refused,republican,Protestant,No denomination,1
2006,Widowed,77,White,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,49,White,Refused,republican,None,Not applicable,1
2006,Never married,26,White,Refused,democrat,Catholic,Not applicable,2
2006,Married,30,White,Refused,other party,Protestant,No denomination,1
2006,Married,47,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,34,White,Refused,republican,Protestant,Presbyterian-dk wh,NA
2006,Married,39,White,Refused,republican,Protestant,Other baptists,8
2006,Married,46,White,Refused,republican,Protestant,No denomination,NA
2006,Separated,37,White,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,44,White,Refused,republican,Catholic,Not applicable,NA
2006,Divorced,50,White,Refused,republican,Protestant,Wi evan luth synod,NA
2006,Married,77,Black,Not applicable,democrat,Protestant,Baptist-dk which,7
2006,Married,64,Black,Not applicable,democrat,Protestant,Baptist-dk which,NA
2006,Married,47,White,Refused,republican,Catholic,Not applicable,NA
2006,Married,63,Black,Refused,other party,Protestant,Other,NA
2006,Married,59,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,25,White,$15000 - 19999,other party,Protestant,United methodist,NA
2006,Married,59,White,Don't know,republican,Jewish,Not applicable,NA
2006,Never married,21,White,$1000 to 2999,republican,Protestant,United methodist,NA
2006,Married,42,White,$15000 - 19999,democrat,Protestant,United methodist,NA
2006,Married,26,White,$20000 - 24999,republican,Protestant,United methodist,1
2006,Divorced,64,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Married,50,Other,$25000 or more,other party,Protestant,Southern baptist,NA
2006,Never married,69,White,Not applicable,republican,Protestant,United methodist,3
2006,Married,49,White,$20000 - 24999,republican,None,Not applicable,NA
2006,Divorced,28,White,Not applicable,democrat,Protestant,Southern baptist,2
2006,Married,58,White,Refused,other party,Protestant,Other,NA
2006,Widowed,76,White,Not applicable,democrat,Protestant,United methodist,NA
2006,Divorced,29,White,$20000 - 24999,other party,Protestant,Southern baptist,2
2006,Married,39,White,Don't know,republican,Protestant,Southern baptist,3
2006,Never married,33,White,$10000 - 14999,democrat,None,Not applicable,7
2006,Married,44,White,$25000 or more,republican,Protestant,No denomination,2
2006,Married,36,Other,$20000 - 24999,democrat,Buddhism,Not applicable,0
2006,Married,67,White,Refused,republican,Protestant,United methodist,1
2006,Widowed,58,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Married,37,White,Refused,other party,Protestant,Other,NA
2006,Married,38,White,Not applicable,republican,Protestant,United methodist,2
2006,Married,70,White,Not applicable,democrat,Protestant,Southern baptist,NA
2006,Divorced,72,White,Not applicable,republican,Protestant,Southern baptist,NA
2006,Married,71,White,Not applicable,other party,Protestant,Other baptists,NA
2006,Never married,40,Black,$15000 - 19999,other party,None,Not applicable,NA
2006,Never married,52,White,Refused,republican,Protestant,Other,NA
2006,Married,40,White,$15000 - 19999,republican,Protestant,Southern baptist,NA
2006,Widowed,68,White,Not applicable,democrat,Catholic,Not applicable,3
2006,Married,53,White,Not applicable,other party,Protestant,Southern baptist,NA
2006,Divorced,46,White,$25000 or more,republican,Protestant,Baptist-dk which,NA
2006,Divorced,67,White,Don't know,democrat,Protestant,Southern baptist,NA
2006,Married,27,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,27,Black,Not applicable,republican,Protestant,No denomination,1
2006,Married,36,Other,$10000 - 14999,other party,None,Not applicable,2
2006,Married,55,White,$25000 or more,republican,Protestant,Lutheran-mo synod,NA
2006,Never married,22,Black,$25000 or more,democrat,Protestant,Baptist-dk which,NA
2006,Married,20,White,Refused,other party,None,Not applicable,NA
2006,Divorced,43,White,$25000 or more,republican,Protestant,Southern baptist,NA
2006,Married,46,White,Refused,republican,Protestant,Other baptists,2
2006,Never married,55,Black,$25000 or more,democrat,Buddhism,Not applicable,NA
2006,Divorced,50,White,Not applicable,democrat,Protestant,United methodist,NA
2006,Married,45,White,Don't know,democrat,Protestant,Lutheran-mo synod,NA
2006,Married,42,White,$25000 or more,other party,Protestant,Episcopal,NA
2006,Married,55,White,Not applicable,republican,Protestant,Other,NA
2006,Married,61,White,Not applicable,republican,Protestant,United pres ch in us,NA
2006,Divorced,40,White,$25000 or more,republican,Catholic,Not applicable,2
2006,Married,27,White,Refused,other party,Protestant,No denomination,NA
2006,Married,30,Black,$6000 to 6999,democrat,Protestant,Southern baptist,NA
2006,Divorced,51,Black,Not applicable,democrat,Protestant,Other,NA
2006,Married,44,White,Refused,republican,Protestant,Other,NA
2006,Married,44,White,Not applicable,democrat,Protestant,Presbyterian-dk wh,1
2006,Never married,45,White,$25000 or more,democrat,Catholic,Not applicable,NA
2006,Divorced,59,Black,Refused,democrat,Protestant,Southern baptist,NA
2006,Separated,31,Black,$20000 - 24999,other party,Protestant,Other,5
2006,Never married,36,Black,$10000 - 14999,republican,Protestant,Southern baptist,NA
2006,Separated,32,Black,$1000 to 2999,other party,None,Not applicable,NA
2006,Separated,39,Black,Not applicable,democrat,Protestant,United pres ch in us,5
2006,Never married,52,Black,Not applicable,republican,Protestant,Other,NA
2006,Never married,25,Black,Not applicable,democrat,Protestant,Am bapt ch in usa,NA
2006,Never married,26,Black,$3000 to 3999,other party,None,Not applicable,5
2006,Never married,28,Black,$20000 - 24999,democrat,Protestant,Southern baptist,4
2006,Married,71,Black,Not applicable,democrat,Protestant,Other,3
2006,Never married,29,White,$25000 or more,republican,Christian,No denomination,2
2006,Widowed,84,White,Not applicable,other party,None,Not applicable,5
2006,Married,74,White,Not applicable,republican,Protestant,Episcopal,NA
2006,Divorced,28,White,$10000 - 14999,democrat,None,Not applicable,NA
2006,Married,63,White,Not applicable,republican,Protestant,United methodist,1
2006,Widowed,50,White,$25000 or more,democrat,Protestant,No denomination,2
2006,Married,59,White,$25000 or more,other party,None,Not applicable,NA
2006,Never married,32,White,$8000 to 9999,democrat,None,Not applicable,NA
2006,Married,48,White,$20000 - 24999,republican,Protestant,Other,2
2006,Married,29,White,Not applicable,other party,None,Not applicable,NA
2006,Married,41,White,$3000 to 3999,republican,Protestant,Other,3
2006,Divorced,75,White,Not applicable,democrat,Protestant,No denomination,3
2006,Divorced,49,White,$10000 - 14999,democrat,Protestant,Southern baptist,NA
2006,Widowed,76,White,Not applicable,other party,Protestant,Methodist-dk which,NA
2006,Divorced,34,White,$10000 - 14999,other party,Christian,No denomination,NA
2006,Married,45,White,$20000 - 24999,democrat,None,Not applicable,3
2006,Never married,37,White,$20000 - 24999,democrat,None,Not applicable,NA
2006,Never married,28,White,$25000 or more,democrat,Catholic,Not applicable,2
2006,Never married,52,White,$25000 or more,democrat,Christian,No denomination,3
2006,Married,32,White,$25000 or more,other party,Christian,No denomination,NA
2006,Married,28,White,$1000 to 2999,democrat,Protestant,Episcopal,NA
2006,Divorced,37,White,$20000 - 24999,republican,Christian,No denomination,NA
2006,Never married,25,White,$25000 or more,republican,None,Not applicable,2
2006,Married,38,White,$10000 - 14999,republican,Protestant,No denomination,NA
2006,Married,33,White,Not applicable,democrat,Christian,No denomination,NA
2006,Married,51,White,$25000 or more,republican,Protestant,Baptist-dk which,3
2006,Married,60,White,$15000 - 19999,democrat,Protestant,United methodist,NA
2006,Married,57,White,Not applicable,other party,None,Not applicable,3
2006,Married,48,White,$20000 - 24999,republican,None,Not applicable,1
2006,Divorced,47,White,$25000 or more,republican,Catholic,Not applicable,3
2006,Never married,29,White,$10000 - 14999,other party,None,Not applicable,NA
2006,Divorced,51,White,$10000 - 14999,democrat,None,Not applicable,NA
2006,Divorced,28,White,$25000 or more,other party,None,Not applicable,NA
2006,Married,64,White,Not applicable,republican,Protestant,Southern baptist,2
2006,Married,46,White,$25000 or more,republican,Protestant,Other,NA
2006,Widowed,64,White,$20000 - 24999,republican,Protestant,No denomination,NA
2006,Married,44,White,$25000 or more,republican,Protestant,United methodist,3
2006,Never married,23,White,Not applicable,other party,Buddhism,Not applicable,NA
2006,Married,42,White,$6000 to 6999,republican,Protestant,Other,1
2006,Divorced,56,White,Not applicable,republican,None,Not applicable,NA
2006,Married,58,White,$15000 - 19999,republican,Protestant,Other,3
2006,Never married,32,White,Refused,other party,Christian,No denomination,4
2006,Widowed,82,White,Not applicable,republican,Protestant,United methodist,NA
2006,Never married,78,White,Not applicable,republican,Jewish,Not applicable,NA
2006,Married,34,White,$25000 or more,republican,None,Not applicable,NA
2006,Divorced,56,White,$3000 to 3999,democrat,Protestant,No denomination,NA
2006,Divorced,50,White,$25000 or more,republican,Protestant,United pres ch in us,NA
2006,Never married,20,White,Not applicable,republican,Protestant,Other,NA
2006,Married,51,White,$10000 - 14999,republican,Protestant,Other,NA
2006,Never married,38,White,$6000 to 6999,democrat,None,Not applicable,NA
2006,Married,46,White,Not applicable,democrat,Christian,No denomination,4
2006,Widowed,75,White,Not applicable,democrat,Catholic,Not applicable,NA
2006,Never married,31,White,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,38,White,$10000 - 14999,other party,Protestant,Other,NA
2006,Divorced,74,White,$25000 or more,republican,Protestant,United methodist,3
2006,Married,85,White,Not applicable,democrat,Protestant,Luth ch in america,3
2006,Married,43,White,$25000 or more,democrat,None,Not applicable,NA
2006,Never married,24,White,Not applicable,other party,Christian,No denomination,0
2006,Married,54,White,Not applicable,other party,Orthodox-christian,Not applicable,NA
2006,Widowed,58,White,Not applicable,republican,Catholic,Not applicable,NA
2006,Married,49,White,$10000 - 14999,other party,Protestant,Baptist-dk which,3
2006,Married,68,White,Not applicable,democrat,None,Not applicable,NA
2006,Married,53,White,$25000 or more,republican,Protestant,United pres ch in us,1
2006,Never married,61,White,$20000 - 24999,democrat,None,Not applicable,2
2006,Married,41,White,$25000 or more,republican,Protestant,Other,NA
2006,Divorced,39,White,$3000 to 3999,republican,Catholic,Not applicable,3
2006,Married,59,White,$25000 or more,republican,None,Not applicable,NA
2006,Married,47,White,Not applicable,republican,None,Not applicable,NA
2006,Never married,48,White,$7000 to 7999,other party,None,Not applicable,NA
2006,Married,58,White,Not applicable,democrat,Christian,No denomination,NA
2006,Divorced,49,White,$25000 or more,republican,Christian,No denomination,NA
2006,Married,37,White,Not applicable,other party,Protestant,Other,NA
2006,Married,47,White,Refused,other party,Christian,No denomination,0
2006,Never married,33,Other,Not applicable,democrat,Catholic,Not applicable,NA
2006,Married,49,Other,$20000 - 24999,other party,Catholic,Not applicable,4
2006,Never married,27,Other,$10000 - 14999,democrat,Catholic,Not applicable,2
2006,Widowed,72,White,Not applicable,other party,None,Not applicable,7
2006,Married,44,White,$25000 or more,republican,Protestant,United methodist,NA
2006,Married,70,White,Not applicable,republican,Catholic,Not applicable,5
2006,Divorced,48,White,$25000 or more,other party,None,Not applicable,NA
2006,Widowed,71,White,Not applicable,democrat,None,Not applicable,3
2006,Never married,23,Black,$1000 to 2999,democrat,Protestant,Other,10
2006,Married,37,Other,$6000 to 6999,democrat,Catholic,Not applicable,4
2006,Widowed,77,White,Not applicable,other party,Catholic,Not applicable,3
2006,Never married,60,Other,$25000 or more,other party,Catholic,Not applicable,NA
2006,Married,21,White,Not applicable,republican,Catholic,Not applicable,10
2006,Married,45,Black,Not applicable,republican,Protestant,Other,2
2006,Divorced,19,White,$4000 to 4999,other party,None,Not applicable,NA
2006,Married,54,Other,$10000 - 14999,other party,Catholic,Not applicable,NA
2006,Widowed,89,White,Not applicable,republican,Protestant,Presbyterian-dk wh,7
