token,pos
Lawrence,PROPN
",",PUNCT
a,DET
type,VERB
of,ADP
Rome-,PUNCT
haunting,VERB
American,PROPN
whom,PRON
Amory,PROPN
liked,VERB
immediately,ADV
.,PUNCT
Then,ADV
one,NUM
day,NOUN
came,VERB
a,DET
letter,NOUN
from,ADP
Monsignor,PROPN
",",PUNCT
which,PRON
appended,VERB
an,DET
interesting,ADJ
P,NOUN
.,PUNCT
S.,PROPN
:,PUNCT
"""",PUNCT
Do,AUX
you,PRON
know,VERB
",",PUNCT
"""",PUNCT
it,PRON
ran,VERB
",",PUNCT
"""",PUNCT
that,PRON
your,PRON
third,ADJ
cousin,NOUN
",",PUNCT
Clara,PROPN
Page,PROPN
",",PUNCT
widowed,VERB
six,NUM
months,NOUN
and,CCONJ
very,ADV
poor,ADJ
",",PUNCT
is,AUX
living,VERB
in,ADP
Philadelphia,PROPN
?,PUNCT
I,PRON
do,AUX
n't,PART
think,VERB
you,PRON
've,AUX
ever,ADV
met,VERB
her,PRON
",",PUNCT
but,CCONJ
I,PRON
wish,VERB
",",PUNCT
as,ADP
a,DET
favor,NOUN
to,ADP
me,PRON
",",PUNCT
you,PRON
'd,AUX
go,VERB
to,PART
see,VERB
her,PRON
.,PUNCT
To,ADP
my,PRON
mind,NOUN
",",PUNCT
she,PRON
's,AUX
rather,ADP
a,DET
remarkable,ADJ
woman,NOUN
",",PUNCT
and,CCONJ
just,ADV
about,ADP
your,PRON
age,NOUN
.,PUNCT
"""",PUNCT
Amory,PROPN
sighed,VERB
and,CCONJ
decided,VERB
to,PART
go,VERB
",",PUNCT
as,ADP
a,DET
favor,NOUN
....,PUNCT
*****,PUNCT
CLARA,PROPN
She,PRON
was,AUX
immemorial,ADJ
....,PUNCT
Amory,NOUN
was,AUX
n't,PART
good,ADJ
enough,ADJ
for,ADP
Clara,PROPN
",",PUNCT
Clara,PROPN
of,ADP
ripply,ADV
golden,ADJ
hair,NOUN
",",PUNCT
but,CCONJ
then,ADP
no,DET
man,NOUN
was,VERB
.,PUNCT
Her,PRON
goodness,NOUN
was,AUX
above,ADP
the,DET
prosy,ADJ
morals,NOUN
of,ADP
the,DET
husband,NOUN
-,PUNCT
seeker,NOUN
",",PUNCT
apart,ADV
from,ADP
the,DET
dull,ADJ
literature,NOUN
of,ADP
female,ADJ
virtue,NOUN
.,PUNCT
Sorrow,INTJ
lay,VERB
lightly,ADV
around,ADP
her,PRON
",",PUNCT
and,CCONJ
when,ADV
Amory,PROPN
found,VERB
her,PRON
in,ADP
Philadelphia,PROPN
he,PRON
thought,VERB
her,PRON
steely,ADV
blue,ADJ
eyes,NOUN
held,VERB
only,ADV
happiness,NOUN
;,PUNCT
a,DET
latent,ADJ
strength,NOUN
",",PUNCT
a,DET
realism,NOUN
",",PUNCT
was,AUX
brought,VERB
to,ADP
its,PRON
fullest,ADJ
development,NOUN
by,ADP
the,DET
facts,NOUN
that,PRON
she,PRON
was,AUX
compelled,VERB
to,ADP
face,NOUN
.,PUNCT
She,PRON
was,AUX
alone,ADJ
in,ADP
the,DET
world,NOUN
",",PUNCT
with,ADP
two,NUM
small,ADJ
children,NOUN
",",PUNCT
little,ADJ
money,NOUN
",",PUNCT
and,CCONJ
",",PUNCT
worst,ADV
of,ADP
all,DET
",",PUNCT
a,DET
host,NOUN
of,ADP
friends,NOUN
.,PUNCT
He,PRON
saw,VERB
her,PRON
that,DET
winter,NOUN
in,ADP
Philadelphia,PROPN
entertaining,VERB
a,DET
houseful,NOUN
of,ADP
men,NOUN
for,ADP
an,DET
evening,NOUN
",",PUNCT
when,ADV
he,PRON
knew,VERB
she,PRON
had,VERB
not,PART
a,DET
servant,NOUN
in,ADP
the,DET
house,NOUN
except,ADP
the,DET
little,ADJ
colored,VERB
girl,NOUN
guarding,VERB
the,DET
babies,NOUN
overhead,ADV
.,PUNCT
He,PRON
saw,VERB
one,NUM
of,ADP
the,DET
greatest,ADJ
libertines,NOUN
in,ADP
that,DET
city,NOUN
",",PUNCT
a,DET
man,NOUN
who,PRON
was,AUX
habitually,ADV
drunk,ADJ
and,CCONJ
notorious,ADJ
at,ADP
home,NOUN
and,CCONJ
abroad,ADV
",",PUNCT
sitting,VERB
opposite,ADJ
her,PRON
for,ADP
an,DET
evening,NOUN
",",PUNCT
discussing,VERB
_girls,NOUN
',PUNCT
boarding,NOUN
-,PUNCT
schools,NOUN
_,SYM
with,ADP
a,DET
sort,NOUN
of,ADP
innocent,ADJ
excitement,NOUN
.,PUNCT
What,DET
a,DET
twist,NOUN
Clara,PROPN
had,VERB
to,ADP
her,PRON
mind,NOUN
!,PUNCT
She,PRON
could,AUX
make,VERB
fascinating,ADJ
and,CCONJ
almost,ADV
brillia,PROPN
nt,PART
conversation,NOUN
out,ADP
of,ADP
the,DET
thinnest,ADJ
air,NOUN
that,PRON
ever,ADV
floated,VERB
through,ADP
a,DET
drawing,NOUN
-,PUNCT
room,NOUN
.,PUNCT
The,DET
idea,NOUN
that,PRON
the,DET
girl,NOUN
was,AUX
poverty,NOUN
-,PUNCT
stricken,ADJ
had,AUX
appealed,VERB
to,ADP
Amory,PROPN
's,PART
sense,NOUN
of,ADP
situation,NOUN
.,PUNCT
He,PRON
arrived,VERB
in,SCONJ
Philadelphia,PROPN
expecting,VERB
to,PART
be,AUX
told,VERB
that,SCONJ
921,NUM
Ark,PROPN
Street,PROPN
was,AUX
in,ADP
a,DET
miserable,ADJ
lane,NOUN
of,ADP
hovels,NOUN
.,PUNCT
He,PRON
was,AUX
even,ADV
disappointed,VERB
when,ADV
it,PRON
proved,VERB
to,PART
be,AUX
nothing,PRON
of,ADP
the,DET
sort,NOUN
.,PUNCT
It,PRON
was,AUX
an,DET
old,ADJ
house,NOUN
that,PRON
had,AUX
been,AUX
in,ADP
her,PRON
husband,NOUN
's,PART
family,NOUN
for,ADP
years,NOUN
.,PUNCT
An,DET
elderly,ADJ
aunt,NOUN
",",PUNCT
who,PRON
objected,VERB
to,SCONJ
having,VERB
it,PRON
sold,VERB
",",PUNCT
had,AUX
put,VERB
ten,NUM
years,NOUN
',PART
taxes,NOUN
with,ADP
a,DET
lawyer,NOUN
and,CCONJ
pranced,VERB
off,ADP
to,ADP
Honolulu,PROPN
",",PUNCT
leaving,VERB
Clara,PROPN
to,PART
struggle,VERB
with,ADP
the,DET
heating,NOUN
-,PUNCT
problem,NOUN
as,ADV
best,ADV
she,PRON
could,AUX
.,PUNCT
So,ADV
no,DET
wild,ADJ
-haired,ADJ
woman,NOUN
with,ADP
a,DET
hungry,ADJ
baby,NOUN
at,ADP
her,PRON
breast,NOUN
and,CCONJ
a,DET
sad,ADJ
Amelia,PROPN
-,PUNCT
like,INTJ
look,VERB
greeted,VERB
him,PRON
.,PUNCT
Instead,ADV
",",PUNCT
Amory,NOUN
would,AUX
have,AUX
thought,VERB
from,ADP
his,PRON
reception,NOUN
that,SCONJ
she,PRON
had,VERB
not,PART
a,DET
care,NOUN
in,ADP
the,DET
world,NOUN
.,PUNCT
A,DET
calm,ADJ
virility,NOUN
and,CCONJ
a,DET
dreamy,NOUN
humor,NOUN
",",PUNCT
marked,VERB
contrasts,NOUN
to,ADP
her,PRON
level,NOUN
-,PUNCT
headedness,NOUN
--,PUNCT
into,ADP
these,DET
moods,NOUN
she,PRON
slipped,VERB
sometimes,ADV
as,ADP
a,DET
refuge,NOUN
.,PUNCT
She,PRON
could,AUX
do,VERB
the,DET
most,ADV
prosy,ADJ
things,NOUN
(,PUNCT
though,SCONJ
she,PRON
was,AUX
wise,ADV
enough,ADJ
never,ADV
to,PART
stultify,VERB
herself,PRON
with,ADP
such,ADJ
"""",PUNCT
household,NOUN
arts,NOUN
"""",PUNCT
as,SCONJ
_knitting,VERB
_,SYM
and,CCONJ
_embroidery,NOUN
_,SYM
),PUNCT
",",PUNCT
yet,CCONJ
immediately,ADV
afterward,ADV
pick,VERB
up,ADP
a,DET
book,NOUN
and,CCONJ
let,VERB
her,PRON
imagination,NOUN
rove,NOUN
as,ADP
a,DET
formless,ADJ
cloud,NOUN
with,ADP
the,DET
wind,NOUN
.,PUNCT
Deepest,ADP
of,ADP
all,DET
in,ADP
her,PRON
personality,NOUN
was,AUX
the,DET
golden,ADJ
radiance,NOUN
that,SCONJ
she,PRON
diffused,VERB
around,ADP
her,PRON
.,PUNCT
As,ADP
an,DET
open,ADJ
fire,NOUN
in,ADP
a,DET
dark,ADJ
room,NOUN
throws,NOUN
romance,NOUN
and,CCONJ
pathos,NOUN
into,ADP
the,DET
quiet,NOUN
faces,VERB
at,ADP
its,PRON
edge,NOUN
",",PUNCT
so,ADV
she,PRON
cast,VERB
her,PRON
lights,NOUN
and,CCONJ
shadows,NOUN
around,ADP
the,DET
rooms,NOUN
that,PRON
held,VERB
her,PRON
",",PUNCT
until,SCONJ
she,PRON
made,VERB
of,ADP
her,PRON
prosy,ADJ
old,ADJ
uncle,NOUN
a,DET
man,NOUN
of,ADP
quaint,NOUN
and,CCONJ
meditative,ADJ
charm,NOUN
",",PUNCT
metamorphosed,VERB
the,DET
stray,ADJ
telegraph,NOUN
boy,NOUN
into,ADP
a,DET
Puck,NOUN
-,PUNCT
like,INTJ
creature,NOUN
of,ADP
delightful,ADJ
originality,NOUN
.,PUNCT
At,ADP
first,ADV
this,DET
quality,NOUN
of,ADP
hers,PRON
somehow,ADV
irritated,VERB
Amory,PROPN
.,PUNCT
He,PRON
considered,VERB
his,PRON
own,ADJ
uniqueness,NOUN
sufficient,NOUN
",",PUNCT
and,CCONJ
it,PRON
rather,ADV
embarrassed,VERB
him,PRON
when,ADV
she,PRON
tried,VERB
to,PART
read,VERB
new,ADJ
interests,NOUN
into,ADP
him,PRON
for,ADP
the,DET
benefit,NOUN
of,SCONJ
what,PRON
other,ADJ
adorers,NOUN
were,AUX
present,ADJ
.,PUNCT
He,PRON
felt,VERB
as,SCONJ
if,SCONJ
a,DET
polite,NOUN
but,CCONJ
insistent,ADJ
stage,NOUN
-,PUNCT
manager,NOUN
were,AUX
attempting,VERB
to,PART
make,VERB
him,PRON
give,VERB
a,DET
new,ADJ
interpretation,NOUN
of,ADP
a,DET
part,NOUN
he,PRON
had,AUX
conned,VERB
for,ADP
years,NOUN
.,PUNCT
But,CCONJ
Clara,PROPN
talking,VERB
",",PUNCT
Clara,PROPN
telling,VERB
a,DET
slender,NOUN
tale,NOUN
of,ADP
a,DET
hatpin,NOUN
and,CCONJ
an,DET
inebriated,VERB
man,NOUN
and,CCONJ
herself,PRON
....,PUNCT
People,NOUN
tried,VERB
afterward,ADV
to,PART
repeat,VERB
her,PRON
anecdotes,NOUN
but,CCONJ
for,ADP
the,DET
life,NOUN
of,ADP
them,PRON
they,PRON
could,AUX
make,VERB
them,PRON
sound,VERB
like,INTJ
nothing,PRON
whatever,DET
.,PUNCT
They,PRON
gave,VERB
her,PRON
a,DET
sort,NOUN
of,ADP
innocent,ADJ
attention,NOUN
and,CCONJ
the,DET
best,ADJ
smiles,NOUN
many,ADJ
of,ADP
them,PRON
had,AUX
smiled,VERB
for,ADP
long,ADV
;,PUNCT
there,PRON
were,VERB
few,ADJ
tears,NOUN
in,ADP
Clara,PROPN
",",PUNCT
but,CCONJ
people,NOUN
smiled,VERB
misty,NOUN
-,PUNCT
eyed,VERB
at,ADP
her,PRON
.,PUNCT
Very,ADV
occasionally,ADV
Amory,PROPN
stayed,VERB
for,ADP
little,ADJ
half,NOUN
-,PUNCT
hours,NOUN
after,ADP
the,DET
rest,NOUN
of,ADP
the,DET
court,NOUN
had,AUX
gone,VERB
",",PUNCT
and,CCONJ
they,PRON
would,AUX
have,VERB
bread,NOUN
and,CCONJ
jam,NOUN
and,CCONJ
tea,NOUN
late,ADV
in,ADV
the,DET
afternoon,NOUN
or,CCONJ
"""",PUNCT
maple,ADJ
-,PUNCT
sugar,NOUN
lunches,NOUN
",",PUNCT
"""",PUNCT
as,SCONJ
she,PRON
called,VERB
them,PRON
",",PUNCT
at,ADP
night,NOUN
.,PUNCT
"""",PUNCT
You,PRON
_are,VERB
_,SYM
remarkable,ADJ
",",PUNCT
are,AUX
n't,PART
you,PRON
!,PUNCT
"""",PUNCT
Amory,PROPN
was,AUX
becoming,VERB
trite,NOUN
from,ADP
where,NOUN
he,PRON
perched,VERB
in,ADP
the,DET
centre,NOUN
of,ADP
the,DET
dining,NOUN
-,PUNCT
room,NOUN
table,NOUN
one,NUM
six,NUM
o'clock,NOUN
.,PUNCT
"""",PUNCT
Not,ADV
a,DET
bit,NOUN
",",PUNCT
"""",PUNCT
she,PRON
answered,VERB
.,PUNCT
She,PRON
was,AUX
searching,VERB
out,ADP
napkins,NOUN
in,ADP
the,DET
sideboard,NOUN
.,PUNCT
"""",PUNCT
I,PRON
'm,AUX
really,ADV
most,ADJ
humdrum,NOUN
and,CCONJ
commonplace,NOUN
.,PUNCT
One,NUM
of,ADP
those,DET
people,NOUN
who,PRON
have,VERB
no,DET
interest,NOUN
in,ADP
anything,PRON
but,CCONJ
their,PRON
children,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Tell,VERB
that,PRON
to,ADP
somebody,PRON
else,ADJ
",",PUNCT
"""",PUNCT
scoffed,VERB
Amory,PROPN
.,PUNCT
"""",PUNCT
You,PRON
know,VERB
you,PRON
're,AUX
perfectly,ADV
effulgent,ADJ
.,PUNCT
"""",PUNCT
He,PRON
asked,VERB
her,PRON
the,DET
one,NUM
thing,NOUN
that,PRON
he,PRON
knew,VERB
might,AUX
embarrass,VERB
her,PRON
.,PUNCT
It,PRON
was,AUX
the,DET
remark,NOUN
that,SCONJ
the,DET
first,ADJ
bore,NOUN
made,VERB
to,ADP
Adam,PROPN
.,PUNCT
"""",PUNCT
Tell,VERB
me,PRON
about,ADP
yourself,PRON
.,PUNCT
"""",PUNCT
And,CCONJ
she,PRON
gave,VERB
the,DET
answer,NOUN
that,PRON
Adam,PROPN
must,AUX
have,VERB
given,VERB
.,PUNCT
"""",PUNCT
There,PRON
's,VERB
nothing,PRON
to,PART
tell,VERB
.,PUNCT
"""",PUNCT
But,CCONJ
eventually,ADV
Adam,PROPN
probably,ADV
told,VERB
the,DET
bore,NOUN
all,DET
the,DET
things,NOUN
he,PRON
thought,VERB
about,ADP
at,ADP
night,NOUN
when,ADV
the,DET
locusts,NOUN
sang,VERB
in,ADP
the,DET
sandy,ADJ
grass,NOUN
",",PUNCT
and,CCONJ
he,PRON
must,AUX
have,AUX
remarked,VERB
patronizingly,ADV
how,ADV
_different_,SYM
he,PRON
was,AUX
from,ADP
Eve,PROPN
",",PUNCT
forgetting,VERB
how,ADV
different,ADJ
she,PRON
was,AUX
from,ADP
him,PRON
...,PUNCT
at,ADP
any,DET
rate,NOUN
",",PUNCT
Clara,PROPN
told,VERB
Amory,ADV
much,ADV
about,ADP
herself,PRON
that,DET
evening,NOUN
.,PUNCT
She,PRON
had,AUX
had,VERB
a,DET
harried,ADJ
life,NOUN
from,ADP
sixteen,NUM
on,ADP
",",PUNCT
and,CCONJ
her,PRON
education,NOUN
had,AUX
stopped,VERB
sharply,ADV
with,ADP
her,PRON
leisure,NOUN
.,PUNCT
Browsing,VERB
in,ADP
her,PRON
library,INTJ
",",PUNCT
Amory,PROPN
found,VERB
a,DET
tattered,ADJ
gray,ADJ
book,NOUN
out,ADP
of,ADP
which,PRON
fell,VERB
a,DET
yellow,ADJ
sheet,NOUN
that,SCONJ
he,PRON
impudently,ADV
opened,VERB
.,PUNCT
It,PRON
was,AUX
a,DET
poem,NOUN
that,SCONJ
she,PRON
had,AUX
written,VERB
at,ADP
school,NOUN
about,ADP
a,DET
gray,ADJ
convent,NOUN
wall,NOUN
on,ADP
a,DET
gray,ADJ
day,NOUN
",",PUNCT
and,CCONJ
a,DET
girl,NOUN
with,ADP
her,PRON
cloak,NOUN
blown,VERB
by,ADP
the,DET
wind,NOUN
sitting,VERB
atop,NOUN
of,ADP
it,PRON
and,CCONJ
thinking,VERB
about,ADP
the,DET
many,ADJ
-,PUNCT
colored,ADJ
world,NOUN
.,PUNCT
As,ADP
a,DET
rule,NOUN
such,ADJ
sentiment,NOUN
bored,VERB
him,PRON
",",PUNCT
but,CCONJ
this,PRON
was,AUX
done,VERB
with,ADP
so,ADV
much,ADJ
simplicity,NOUN
and,CCONJ
atmosphere,NOUN
",",PUNCT
that,SCONJ
it,PRON
brought,VERB
a,DET
picture,NOUN
of,ADP
Clara,PROPN
to,ADP
his,PRON
mind,NOUN
",",PUNCT
of,ADP
Clara,PROPN
on,ADP
such,DET
a,DET
cool,ADJ
",",PUNCT
gray,ADJ
day,NOUN
with,ADP
her,PRON
keen,NOUN
blue,ADJ
eyes,NOUN
staring,VERB
out,ADV
",",PUNCT
trying,VERB
to,PART
see,VERB
her,PRON
tragedies,NOUN
come,VERB
marching,VERB
over,ADV
the,DET
gardens,NOUN
outside,ADV
.,PUNCT
He,PRON
envied,VERB
that,DET
poem,NOUN
.,PUNCT
How,ADV
he,PRON
would,AUX
have,AUX
loved,VERB
to,ADP
have,AUX
come,VERB
along,ADV
and,CCONJ
seen,VERB
her,PRON
on,ADP
the,DET
wall,NOUN
and,CCONJ
talked,VERB
nonsense,NOUN
or,CCONJ
romance,NOUN
to,ADP
her,PRON
",",PUNCT
perched,VERB
above,ADP
him,PRON
in,ADP
the,DET
air,NOUN
.,PUNCT
He,PRON
began,VERB
to,PART
be,AUX
frightfully,ADV
jealous,ADJ
of,ADP
everything,PRON
about,ADP
Clara,PROPN
:,PUNCT
of,ADP
her,PRON
past,ADJ
",",PUNCT
of,ADP
her,PRON
babies,NOUN
",",PUNCT
of,ADP
the,DET
men,NOUN
and,CCONJ
women,NOUN
who,PRON
flocked,VERB
to,PART
drink,VERB
deep,ADJ
of,ADP
her,PRON
cool,ADJ
kindness,NOUN
and,CCONJ
rest,VERB
their,PRON
tired,ADJ
minds,NOUN
as,ADP
at,ADP
an,DET
absorbing,ADJ
play,NOUN
.,PUNCT
"""",PUNCT
_Nobody,PRON
_,SYM
seems,VERB
to,PART
bore,VERB
you,PRON
",",PUNCT
"""",PUNCT
he,PRON
objected,VERB
.,PUNCT
"""",PUNCT
About,ADV
half,DET
the,DET
world,NOUN
do,VERB
",",PUNCT
"""",PUNCT
she,PRON
admitted,VERB
",",PUNCT
"""",PUNCT
but,CCONJ
I,PRON
think,VERB
that,PRON
's,AUX
a,DET
pretty,ADV
good,ADJ
average,NOUN
",",PUNCT
do,AUX
n't,PART
you,PRON
?,PUNCT
"""",PUNCT
and,CCONJ
she,PRON
turned,VERB
to,PART
find,VERB
something,PRON
in,ADP
Browning,PROPN
that,DET
bore,NOUN
on,ADP
the,DET
subject,NOUN
.,PUNCT
She,PRON
was,AUX
the,DET
only,ADJ
person,NOUN
he,PRON
ever,ADV
met,VERB
who,PRON
could,AUX
look,VERB
up,ADP
passages,NOUN
and,CCONJ
quotations,NOUN
to,PART
show,VERB
him,PRON
in,ADP
the,DET
middle,NOUN
of,ADP
the,DET
conversation,NOUN
",",PUNCT
and,CCONJ
yet,ADV
not,PART
be,AUX
irritating,VERB
to,ADP
distraction,NOUN
.,PUNCT
She,PRON
did,VERB
it,PRON
constantly,ADV
",",PUNCT
with,ADP
such,DET
a,DET
serious,ADJ
enthusiasm,NOUN
that,SCONJ
he,PRON
grew,VERB
fond,NOUN
of,SCONJ
watching,VERB
her,PRON
golden,ADJ
hair,NOUN
bent,VERB
over,ADP
a,DET
book,NOUN
",",PUNCT
brow,NOUN
wrinkled,VERB
ever,ADV
so,ADV
little,ADJ
at,ADP
hunting,VERB
her,PRON
sentence,NOUN
.,PUNCT
Through,ADP
early,ADJ
March,PROPN
he,PRON
took,VERB
to,SCONJ
going,VERB
to,ADP
Philadelphia,PROPN
for,ADP
week,NOUN
-,PUNCT
ends,NOUN
.,PUNCT
Almost,ADV
always,ADV
there,PRON
was,VERB
some,DET
one,NUM
else,ADJ
there,ADV
and,CCONJ
she,PRON
seemed,VERB
not,PART
anxious,ADJ
to,PART
see,VERB
him,PRON
alone,ADV
",",PUNCT
for,ADP
many,ADJ
occasions,NOUN
presented,VERB
themselves,PRON
when,ADV
a,DET
word,NOUN
from,ADP
her,PRON
would,AUX
have,AUX
given,VERB
him,PRON
another,DET
delicious,ADJ
half,NOUN
-,PUNCT
hour,NOUN
of,ADP
adoration,NOUN
.,PUNCT
But,CCONJ
he,PRON
fell,VERB
gradually,ADV
in,ADP
love,NOUN
and,CCONJ
began,VERB
to,PART
speculate,VERB
wildly,ADV
on,ADP
marriage,NOUN
.,PUNCT
Though,SCONJ
this,DET
design,NOUN
flowed,VERB
through,ADP
his,PRON
brain,NOUN
even,ADV
to,ADP
his,PRON
lips,NOUN
",",PUNCT
still,ADV
he,PRON
knew,VERB
afterward,ADV
that,SCONJ
the,DET
desire,NOUN
had,AUX
not,PART
been,AUX
deeply,ADV
rooted,VERB
.,PUNCT
Once,SCONJ
he,PRON
dreamt,VERB
that,SCONJ
it,PRON
had,AUX
come,VERB
true,ADJ
and,CCONJ
woke,VERB
up,ADP
in,ADP
a,DET
cold,ADJ
panic,NOUN
",",PUNCT
for,ADP
in,ADP
his,PRON
dream,NOUN
she,PRON
had,AUX
been,AUX
a,DET
silly,NOUN
",",PUNCT
flaxen,NOUN
Clara,PROPN
",",PUNCT
with,ADP
the,DET
gold,NOUN
gone,VERB
out,ADP
of,ADP
her,PRON
hair,NOUN
and,CCONJ
platitudes,NOUN
falling,VERB
insipidly,ADV
from,ADP
her,PRON
changeling,NOUN
tongue,NOUN
.,PUNCT
But,CCONJ
she,PRON
was,AUX
the,DET
first,ADJ
fine,ADJ
woman,NOUN
he,PRON
ever,ADV
knew,VERB
and,CCONJ
one,NUM
of,ADP
the,DET
few,ADJ
good,ADJ
people,NOUN
who,PRON
ever,ADV
interested,VERB
him,PRON
.,PUNCT
She,PRON
made,VERB
her,PRON
goodness,NOUN
such,DET
an,DET
asset,NOUN
.,PUNCT
Amory,PROPN
had,AUX
decided,VERB
that,SCONJ
most,ADJ
good,ADJ
people,NOUN
either,CCONJ
dragged,VERB
theirs,PRON
after,SCONJ
them,PRON
as,ADP
a,DET
liability,NOUN
",",PUNCT
or,CCONJ
else,ADV
distorted,VERB
it,PRON
to,ADP
artificial,ADJ
geniality,NOUN
",",PUNCT
and,CCONJ
of,ADV
course,ADV
there,PRON
were,VERB
the,DET
ever-,PUNCT
present,ADJ
prig,NOUN
and,CCONJ
Pharisee,NOUN
--(,PUNCT
but,CCONJ
Amory,PROPN
never,ADV
included,VERB
_them_,SYM
as,SCONJ
being,AUX
among,ADP
the,DET
saved,NOUN
),PUNCT
.,PUNCT
*****,PUNCT
ST.,PROPN
CECILIA,PROPN
"""",PUNCT
Over,ADP
her,PRON
gray,NOUN
and,CCONJ
velvet,NOUN
dress,NOUN
",",PUNCT
Under,ADP
her,PRON
molten,NOUN
",",PUNCT
beaten,NUM
hair,NOUN
",",PUNCT
Color,ADP
of,ADP
rose,NOUN
in,ADP
mock,NOUN
distress,NOUN
Flushes,NOUN
and,CCONJ
fades,NOUN
and,CCONJ
makes,VERB
her,PRON
fair,NOUN
;,PUNCT
Fills,VERB
the,DET
air,NOUN
from,ADP
her,PRON
to,ADP
him,PRON
With,ADP
light,NOUN
and,CCONJ
languor,NOUN
and,CCONJ
little,ADJ
sighs,NOUN
",",PUNCT
Just,ADV
so,ADV
subtly,ADV
he,PRON
scarcely,ADV
knows,VERB
...,PUNCT
Laughing,VERB
lightning,NOUN
",",PUNCT
color,NOUN
of,ADP
rose,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Do,AUX
you,PRON
like,VERB
me,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Of,ADV
course,ADV
I,PRON
do,VERB
",",PUNCT
"""",PUNCT
said,VERB
Clara,PROPN
seriously,ADV
.,PUNCT
"""",PUNCT
Why,ADV
?,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
we,PRON
have,VERB
some,DET
qualities,NOUN
in,ADP
common,ADJ
.,PUNCT
Things,NOUN
that,PRON
are,AUX
spontaneous,ADJ
in,ADP
each,DET
of,ADP
us,PRON
--,PUNCT
or,CCONJ
were,AUX
originally,ADV
.,PUNCT
"""",PUNCT
"""",PUNCT
You,PRON
're,AUX
implying,VERB
that,SCONJ
I,PRON
have,AUX
n't,PART
used,VERB
myself,PRON
very,ADV
well,ADV
?,PUNCT
"""",PUNCT
Clara,PROPN
hesitated,VERB
.,PUNCT
"""",PUNCT
Well,INTJ
",",PUNCT
I,PRON
ca,AUX
n't,PART
judge,VERB
.,PUNCT
A,DET
man,NOUN
",",PUNCT
of,ADV
course,ADV
",",PUNCT
has,VERB
to,PART
go,VERB
through,ADP
a,DET
lot,NOUN
more,ADV
",",PUNCT
and,CCONJ
I,PRON
've,AUX
been,AUX
sheltered,VERB
.,PUNCT
"""",PUNCT
"""",PUNCT
Oh,INTJ
",",PUNCT
do,AUX
n't,PART
stall,VERB
",",PUNCT
please,INTJ
",",PUNCT
Clara,PROPN
",",PUNCT
"""",PUNCT
Amory,PROPN
interrupted,VERB
;,PUNCT
"""",PUNCT
but,CCONJ
do,AUX
talk,VERB
about,ADV
me,PRON
a,DET
little,ADJ
",",PUNCT
wo,AUX
n't,PART
you,PRON
?,PUNCT
"""",PUNCT
"""",PUNCT
Surely,ADV
",",PUNCT
I,PRON
'd,AUX
adore,VERB
to,ADP
.,PUNCT
"""",PUNCT
She,PRON
did,AUX
n't,PART
smile,VERB
.,PUNCT
"""",PUNCT
That,PRON
's,AUX
sweet,ADJ
of,ADP
you,PRON
.,PUNCT
First,ADV
answer,VERB
some,DET
questions,NOUN
.,PUNCT
Am,AUX
I,PRON
painfully,ADV
conceited,VERB
?,PUNCT
"""",PUNCT
"""",PUNCT
Well,INTJ
--,PUNCT
no,INTJ
",",PUNCT
you,PRON
have,VERB
tremendous,ADJ
vanity,NOUN
",",PUNCT
but,CCONJ
it,PRON
'll,AUX
amuse,VERB
the,DET
people,NOUN
who,PRON
notice,VERB
its,PRON
preponderance,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
I,PRON
see,VERB
.,PUNCT
"""",PUNCT
"""",PUNCT
You,PRON
're,AUX
really,ADV
humble,ADJ
at,ADP
heart,NOUN
.,PUNCT
You,PRON
sink,VERB
to,ADP
the,DET
third,ADJ
hell,NOUN
of,ADP
depression,NOUN
when,ADV
you,PRON
think,VERB
you,PRON
've,AUX
been,AUX
slighted,VERB
.,PUNCT
In,ADP
fact,NOUN
",",PUNCT
you,PRON
have,AUX
n't,PART
much,ADV
self,NOUN
-,PUNCT
respect,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Centre,NOUN
of,ADP
target,NOUN
twice,ADV
",",PUNCT
Clara,PROPN
.,PUNCT
How,ADV
do,AUX
you,PRON
do,VERB
it,PRON
?,PUNCT
You,PRON
never,ADV
let,VERB
me,PRON
say,VERB
a,DET
word,NOUN
.,PUNCT
"""",PUNCT
"""",PUNCT
Of,ADV
course,ADV
not,PART
--,PUNCT
I,PRON
can,AUX
never,ADV
judge,VERB
a,DET
man,NOUN
while,SCONJ
he,PRON
's,AUX
talking,VERB
.,PUNCT
But,CCONJ
I,PRON
'm,AUX
not,PART
through,ADV
;,PUNCT
the,DET
reason,NOUN
you,PRON
have,VERB
so,ADV
little,ADJ
real,ADJ
self,NOUN
-,PUNCT
confidence,NOUN
",",PUNCT
even,ADV
though,ADV
you,PRON
gravely,ADV
announce,ADV
to,ADP
the,DET
occasional,ADJ
philistine,NOUN
that,PRON
you,PRON
think,VERB
you,PRON
're,AUX
a,DET
genius,NOUN
",",PUNCT
is,VERB
that,SCONJ
you,PRON
've,AUX
attributed,VERB
all,DET
sorts,NOUN
of,ADP
atrocious,ADJ
